Fund Holdings as of,"26/Feb/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"GBP","GBP CASH","Cash and/or Derivatives","Cash","2,856,182.83","0.05","2,856,182.83","2,493,889.00","114.53","United Kingdom","-","GBP"
"LHA","DEUTSCHE LUFTHANSA AG","Industrials","Equity","2,836,179.71","0.05","2,836,179.71","300,889.00","9.43","Germany","Xetra","EUR"
"BTRW","BARRATT REDROW PLC","Consumer Discretionary","Equity","2,814,351.63","0.05","2,814,351.63","668,125.00","4.21","United Kingdom","London Stock Exchange","GBP"
"PNDORA","PANDORA","Consumer Discretionary","Equity","2,765,546.86","0.05","2,765,546.86","40,030.00","69.09","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"RBI","RAIFFEISEN BANK INTERNATIONAL AG","Financials","Equity","2,762,532.30","0.05","2,762,532.30","64,515.00","42.82","Austria","Wiener Boerse Ag","EUR"
"WTB","WHITBREAD PLC","Consumer Discretionary","Equity","2,754,864.16","0.05","2,754,864.16","91,810.00","30.01","United Kingdom","London Stock Exchange","GBP"
"INDU A","INDUSTRIVARDEN A","Financials","Equity","2,711,915.23","0.05","2,711,915.23","57,025.00","47.56","Sweden","Nasdaq Omx Nordic","SEK"
"SDR","SCHRODERS PLC","Financials","Equity","2,709,102.70","0.05","2,709,102.70","403,663.00","6.71","United Kingdom","London Stock Exchange","GBP"
"KESKOB","KESKO CLASS B","Consumer Staples","Equity","2,681,078.40","0.05","2,681,078.40","131,040.00","20.46","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Health Care","Equity","2,677,896.90","0.05","2,677,896.90","55,443.00","48.30","Italy","Borsa Italiana","EUR"
"DIM","SARTORIUS STEDIM BIOTECH SA","Health Care","Equity","2,668,666.00","0.05","2,668,666.00","14,663.00","182.00","France","Nyse Euronext - Euronext Paris","EUR"
"NIBE B","NIBE INDUSTRIER CLASS B","Industrials","Equity","2,647,964.87","0.05","2,647,964.87","776,863.00","3.41","Sweden","Nasdaq Omx Nordic","SEK"
"G24","SCOUT24 N","Communication","Equity","2,642,769.00","0.05","2,642,769.00","38,301.00","69.00","Germany","Xetra","EUR"
"JDEP","JDE PEETS NV","Consumer Staples","Equity","2,620,924.30","0.05","2,620,924.30","82,679.00","31.70","Netherlands","Euronext Amsterdam","EUR"
"BEIJ B","BEIJER REF CLASS B","Industrials","Equity","2,613,883.59","0.05","2,613,883.59","201,891.00","12.95","Sweden","Nasdaq Omx Nordic","SEK"
"LAND","LAND SECURITIES GROUP REIT PLC","Real Estate","Equity","2,600,430.39","0.05","2,600,430.39","345,861.00","7.52","United Kingdom","London Stock Exchange","GBP"
