Fund Holdings as of,"26/Feb/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"2454","MEDIATEK INC","Information Technology","Equity","27,918,362.12","0.10","27,918,362.12","448,000.00","62.32","Taiwan","Taiwan Stock Exchange","TWD"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","27,819,598.20","0.10","27,819,598.20","118,938.00","233.90","United States","New York Stock Exchange Inc.","USD"
"WMB","WILLIAMS INC","Energy","Equity","27,738,099.83","0.10","27,738,099.83","370,979.00","74.77","United States","New York Stock Exchange Inc.","USD"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","27,557,722.10","0.10","27,557,722.10","72,311.00","381.10","United States","NASDAQ","USD"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","27,179,581.92","0.09","27,179,581.92","51,684.00","525.88","United States","New York Stock Exchange Inc.","USD"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","27,160,773.00","0.09","27,160,773.00","28,650.00","948.02","United States","NASDAQ","USD"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","26,911,830.40","0.09","26,911,830.40","37,856.00","710.90","United States","New York Stock Exchange Inc.","USD"
"8031","MITSUI LTD","Industrials","Equity","26,908,515.77","0.09","26,908,515.77","735,600.00","36.58","Japan","Tokyo Stock Exchange","JPY"
"MMM","3M","Industrials","Equity","26,905,083.21","0.09","26,905,083.21","161,913.00","166.17","United States","New York Stock Exchange Inc.","USD"
"BNS","BANK OF NOVA SCOTIA","Financials","Equity","26,897,187.20","0.09","26,897,187.20","350,347.00","76.77","Canada","Toronto Stock Exchange","CAD"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","26,877,390.93","0.09","26,877,390.93","221,013.00","121.61","United States","New York Stock Exchange Inc.","USD"
"BARC","BARCLAYS PLC","Financials","Equity","26,859,809.00","0.09","26,859,809.00","4,205,596.00","6.39","United Kingdom","London Stock Exchange","GBP"
"ISP","INTESA SANPAOLO","Financials","Equity","26,796,667.70","0.09","26,796,667.70","3,859,291.00","6.94","Italy","Borsa Italiana","EUR"
"D05","DBS GROUP HOLDINGS LTD","Financials","Equity","26,526,237.90","0.09","26,526,237.90","586,538.00","45.23","Singapore","Singapore Exchange","SGD"
"INGA","ING GROEP NV","Financials","Equity","26,388,470.37","0.09","26,388,470.37","895,713.00","29.46","Netherlands","Euronext Amsterdam","EUR"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","26,273,396.64","0.09","26,273,396.64","183,192.00","143.42","United States","New York Stock Exchange Inc.","USD"
"USB","US BANCORP","Financials","Equity","26,223,533.98","0.09","26,223,533.98","457,973.00","57.26","United States","New York Stock Exchange Inc.","USD"
"2308","DELTA ELECTRONICS INC","Information Technology","Equity","26,207,426.87","0.09","26,207,426.87","572,000.00","45.82","Taiwan","Taiwan Stock Exchange","TWD"
