Fund Holdings as of,"26/Feb/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"DAL","DELTA AIR LINES INC","Industrials","Equity","4,285,386.27","0.02","4,285,386.27","60,777.00","70.51","United States","New York Stock Exchange Inc.","USD"
"SJM","JM SMUCKER","Consumer Staples","Equity","4,281,096.00","0.02","4,281,096.00","36,906.00","116.00","United States","New York Stock Exchange Inc.","USD"
"ALLE","ALLEGION PLC","Industrials","Equity","4,274,766.09","0.02","4,274,766.09","26,649.00","160.41","United States","New York Stock Exchange Inc.","USD"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","4,267,126.50","0.02","4,267,126.50","56,706.00","75.25","United States","NASDAQ","USD"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","4,250,342.38","0.02","4,250,342.38","242,738.00","17.51","United States","New York Stock Exchange Inc.","USD"
"UDR","UDR REIT INC","Real Estate","Equity","4,209,706.80","0.02","4,209,706.80","110,520.00","38.09","United States","New York Stock Exchange Inc.","USD"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","4,179,381.68","0.02","4,179,381.68","25,946.00","161.08","United States","NASDAQ","USD"
"ACM","AECOM","Industrials","Equity","4,179,528.80","0.02","4,179,528.80","41,980.00","99.56","United States","New York Stock Exchange Inc.","USD"
"NBIX","NEUROCRINE BIOSCIENCES INC","Health Care","Equity","4,163,496.80","0.02","4,163,496.80","31,870.00","130.64","United States","NASDAQ","USD"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","4,139,841.20","0.02","4,139,841.20","48,026.00","86.20","United States","New York Stock Exchange Inc.","USD"
"IT","GARTNER INC","Information Technology","Equity","4,066,691.60","0.02","4,066,691.60","26,102.00","155.80","United States","New York Stock Exchange Inc.","USD"
"IONQ","IONQ INC","Information Technology","Equity","4,043,481.68","0.02","4,043,481.68","98,911.00","40.88","United States","New York Stock Exchange Inc.","USD"
"GEN","GEN DIGITAL INC","Information Technology","Equity","4,042,622.40","0.02","4,042,622.40","177,308.00","22.80","United States","NASDAQ","USD"
"FOXA","FOX CORP CLASS A","Communication","Equity","3,907,965.96","0.02","3,907,965.96","68,778.00","56.82","United States","NASDAQ","USD"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Real Estate","Equity","3,782,916.47","0.02","3,782,916.47","55,787.00","67.81","United States","New York Stock Exchange Inc.","USD"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","3,758,129.70","0.02","3,758,129.70","15,990.00","235.03","United States","NASDAQ","USD"
"DKNG","DRAFTKINGS INC CLASS A","Consumer Discretionary","Equity","3,716,634.78","0.02","3,716,634.78","158,222.00","23.49","United States","NASDAQ","USD"
"PINS","PINTEREST INC CLASS A","Communication","Equity","3,714,916.66","0.02","3,714,916.66","208,586.00","17.81","United States","New York Stock Exchange Inc.","USD"
"SOLV","SOLVENTUM CORP","Health Care","Equity","3,701,198.70","0.02","3,701,198.70","48,105.00","76.94","United States","New York Stock Exchange Inc.","USD"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","3,691,699.92","0.02","3,691,699.92","35,307.00","104.56","United States","New York Stock Exchange Inc.","USD"
"IOT","SAMSARA INC CLASS A","Information Technology","Equity","3,603,145.28","0.02","3,603,145.28","124,418.00","28.96","United States","New York Stock Exchange Inc.","USD"
