period_start,isin,api_name,amount,individuals,count
2022-04-01,EE3600019832,LHV Pensionifond Ettevõtlik,5184285.03,47616,56058
2022-04-01,EE3600109401,LHV Pensionifond Indeks,1071372.86,8930,10184
2022-04-01,EE3600019766,LHV Pensionifond Julge,2023903.7,19022,22402
2022-04-01,EE3600019782,LHV Pensionifond Rahulik,118479.04,1233,1382
2022-04-01,EE3600001723,LHV Pensionifond Roheline,750153.78,7012,8238
2022-04-01,EE3600019824,LHV Pensionifond S,238595.03,2580,2945
2022-04-01,EE3600019774,LHV Pensionifond Tasakaalukas,555115.33,6191,7147
2022-04-01,EE3600103503,Luminor 16-50 pensionifond,755769.88,7021,8345
2022-04-01,EE3600098430,Luminor 50-56 pensionifond,1387959.78,12050,14254
2022-04-01,EE3600098448,Luminor 56+ pensionifond,148907.4,1414,1654
2022-04-01,EE3600098455,Luminor 61-65 pensionifond,160705.83,1737,2019
2022-04-01,EE3600001806,Luminor Indeks Pensionifond,33179.61,259,318
2022-04-01,EE3600103297,SEB Energiline Pensionifond,1403017.85,15294,17864
2022-04-01,EE3600001699,SEB pensionifond 18+,165304.5,1528,1784
2022-04-01,EE3600019725,SEB pensionifond 55+,3158350.78,32519,37623
2022-04-01,EE3600098612,SEB pensionifond 60+,163721.79,2052,2359
2022-04-01,EE3600019717,SEB pensionifond 65+,280882.15,3315,3775
2022-04-01,EE3600109427,SEB pensionifond indeks,1221210.25,11089,12598
2022-04-01,EE3600001814,Swedbank Pensionifond Indeks,205659.88,1676,1890
2022-04-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1371893.51,16650,18919
2022-04-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5400749.97,55228,63551
2022-04-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4791007.97,49915,57991
2022-04-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,1945728.32,21788,24781
2022-04-01,EE3600019733,Swedbanki pensionifond Konservatiivne,251747.99,2899,3267
2022-04-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3051353.94,20522,24700
2022-04-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,81460.95,828,941
2022-05-01,EE3600019832,LHV Pensionifond Ettevõtlik,5292593.31,45579,53966
2022-05-01,EE3600109401,LHV Pensionifond Indeks,1093553.84,9170,10625
2022-05-01,EE3600019766,LHV Pensionifond Julge,2048182.02,18212,21580
2022-05-01,EE3600019782,LHV Pensionifond Rahulik,119837.61,1195,1367
2022-05-01,EE3600001723,LHV Pensionifond Roheline,747016.79,6713,7956
2022-05-01,EE3600019824,LHV Pensionifond S,243787.84,2479,2852
2022-05-01,EE3600019774,LHV Pensionifond Tasakaalukas,577096.83,5982,6985
2022-05-01,EE3600103503,Luminor 16-50 pensionifond,757247.72,6693,8074
2022-05-01,EE3600098430,Luminor 50-56 pensionifond,1414407.0,11468,13687
2022-05-01,EE3600098448,Luminor 56+ pensionifond,140896.14,1380,1631
2022-05-01,EE3600098455,Luminor 61-65 pensionifond,160800.02,1645,1917
2022-05-01,EE3600001806,Luminor Indeks Pensionifond,31343.28,257,318
2022-05-01,EE3600103297,SEB Energiline Pensionifond,1399700.67,14368,16876
2022-05-01,EE3600001699,SEB pensionifond 18+,172478.87,1525,1775
2022-05-01,EE3600019725,SEB pensionifond 55+,3188280.64,30585,35448
2022-05-01,EE3600098612,SEB pensionifond 60+,167426.83,1932,2242
2022-05-01,EE3600019717,SEB pensionifond 65+,289488.5,3160,3608
2022-05-01,EE3600109427,SEB pensionifond indeks,1243787.76,11279,12867
2022-05-01,EE3600001814,Swedbank Pensionifond Indeks,247552.74,2104,2384
2022-05-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1471399.88,16563,18953
2022-05-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5582666.36,51310,59346
2022-05-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4699764.38,45582,53465
2022-05-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,2207821.96,23192,26865
2022-05-01,EE3600019733,Swedbanki pensionifond Konservatiivne,264985.3,2802,3205
2022-05-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3131564.02,20269,24603
2022-05-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,82977.32,779,908
2022-06-01,EE3600019832,LHV Pensionifond Ettevõtlik,5134036.79,45674,54148
2022-06-01,EE3600109401,LHV Pensionifond Indeks,1096040.64,9699,11142
2022-06-01,EE3600019766,LHV Pensionifond Julge,2012426.75,18319,21765
2022-06-01,EE3600019782,LHV Pensionifond Rahulik,116441.23,1184,1350
2022-06-01,EE3600001723,LHV Pensionifond Roheline,723463.16,6781,8059
2022-06-01,EE3600019824,LHV Pensionifond S,239898.62,2442,2823
2022-06-01,EE3600019774,LHV Pensionifond Tasakaalukas,569826.69,5924,6909
2022-06-01,EE3600103503,Luminor 16-50 pensionifond,733730.91,6733,8087
2022-06-01,EE3600098430,Luminor 50-56 pensionifond,1344360.98,11292,13403
2022-06-01,EE3600098448,Luminor 56+ pensionifond,145330.45,1384,1642
2022-06-01,EE3600098455,Luminor 61-65 pensionifond,152906.5,1594,1875
2022-06-01,EE3600001806,Luminor Indeks Pensionifond,37279.45,265,312
2022-06-01,EE3600103297,SEB Energiline Pensionifond,1388690.65,14360,16891
2022-06-01,EE3600001699,SEB pensionifond 18+,170366.85,1569,1823
2022-06-01,EE3600019725,SEB pensionifond 55+,3089729.21,30416,35438
2022-06-01,EE3600098612,SEB pensionifond 60+,165540.44,1929,2261
2022-06-01,EE3600019717,SEB pensionifond 65+,274667.58,3115,3541
2022-06-01,EE3600109427,SEB pensionifond indeks,1277118.65,11916,13599
2022-06-01,EE3600001814,Swedbank Pensionifond Indeks,287786.32,2673,3004
2022-06-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1437644.27,16488,18858
2022-06-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5188828.63,50822,58911
2022-06-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4622889.21,45391,53105
2022-06-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,2295729.31,24395,28173
2022-06-01,EE3600019733,Swedbanki pensionifond Konservatiivne,260491.13,2788,3197
2022-06-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3033598.35,20313,24734
2022-06-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,82053.07,777,876
2022-07-01,EE3600019832,LHV Pensionifond Ettevõtlik,5464732.26,46215,54933
2022-07-01,EE3600109401,LHV Pensionifond Indeks,1170405.95,10259,11753
2022-07-01,EE3600019766,LHV Pensionifond Julge,2113648.4,18409,21980
2022-07-01,EE3600019782,LHV Pensionifond Rahulik,123305.57,1200,1373
2022-07-01,EE3600001723,LHV Pensionifond Roheline,764626.53,6736,8059
2022-07-01,EE3600019824,LHV Pensionifond S,252692.62,2455,2856
2022-07-01,EE3600019774,LHV Pensionifond Tasakaalukas,612272.94,5966,6967
2022-07-01,EE3600103503,Luminor 16-50 pensionifond,770266.38,6713,8073
2022-07-01,EE3600098430,Luminor 50-56 pensionifond,1389649.41,11229,13403
2022-07-01,EE3600098448,Luminor 56+ pensionifond,148972.73,1367,1605
2022-07-01,EE3600098455,Luminor 61-65 pensionifond,158369.8,1585,1854
2022-07-01,EE3600001806,Luminor Indeks Pensionifond,32134.08,255,307
2022-07-01,EE3600103297,SEB Energiline Pensionifond,1481142.92,14496,17090
2022-07-01,EE3600001699,SEB pensionifond 18+,184279.43,1605,1885
2022-07-01,EE3600019725,SEB pensionifond 55+,3247161.91,30438,35548
2022-07-01,EE3600098612,SEB pensionifond 60+,174528.97,1939,2249
2022-07-01,EE3600019717,SEB pensionifond 65+,298586.43,3116,3592
2022-07-01,EE3600109427,SEB pensionifond indeks,1348819.74,12495,14303
2022-07-01,EE3600001814,Swedbank Pensionifond Indeks,323509.65,3169,3553
2022-07-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1566118.64,16507,18995
2022-07-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5580893.49,50844,59330
2022-07-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4810243.58,45534,53817
2022-07-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,2460361.76,25451,29593
2022-07-01,EE3600019733,Swedbanki pensionifond Konservatiivne,274417.57,2801,3184
2022-07-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3114761.1,20459,24923
2022-07-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,91456.86,783,901
2022-08-01,EE3600019832,LHV Pensionifond Ettevõtlik,5314401.5,45943,54190
2022-08-01,EE3600109401,LHV Pensionifond Indeks,1206246.51,10889,12446
2022-08-01,EE3600019766,LHV Pensionifond Julge,2057097.57,18200,21491
2022-08-01,EE3600019782,LHV Pensionifond Rahulik,116264.61,1168,1325
2022-08-01,EE3600001723,LHV Pensionifond Roheline,740115.11,6682,7930
2022-08-01,EE3600019824,LHV Pensionifond S,241208.75,2387,2713
2022-08-01,EE3600019774,LHV Pensionifond Tasakaalukas,583120.07,5843,6748
2022-08-01,EE3600103503,Luminor 16-50 pensionifond,746051.09,6568,7882
2022-08-01,EE3600098430,Luminor 50-56 pensionifond,1335785.37,11013,13008
2022-08-01,EE3600098448,Luminor 56+ pensionifond,138663.41,1310,1529
2022-08-01,EE3600098455,Luminor 61-65 pensionifond,147144.45,1542,1793
2022-08-01,EE3600001806,Luminor Indeks Pensionifond,31121.74,249,307
2022-08-01,EE3600103297,SEB Energiline Pensionifond,1439669.63,14359,16804
2022-08-01,EE3600001699,SEB pensionifond 18+,181209.1,1652,1921
2022-08-01,EE3600019725,SEB pensionifond 55+,3097949.85,29852,34516
2022-08-01,EE3600098612,SEB pensionifond 60+,170181.63,1902,2199
2022-08-01,EE3600019717,SEB pensionifond 65+,275135.28,3011,3428
2022-08-01,EE3600109427,SEB pensionifond indeks,1383232.31,13215,15001
2022-08-01,EE3600001814,Swedbank Pensionifond Indeks,367006.56,3795,4241
2022-08-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1500919.54,16496,18864
2022-08-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5267381.04,49751,57214
2022-08-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4707867.19,44770,52391
2022-08-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,2626045.95,27184,31438
2022-08-01,EE3600019733,Swedbanki pensionifond Konservatiivne,269128.1,2780,3140
2022-08-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3112409.18,20738,25010
2022-08-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,84214.43,763,861
2022-09-01,EE3600019832,LHV Pensionifond Ettevõtlik,4943064.71,44490,51892
2022-09-01,EE3600109401,LHV Pensionifond Indeks,1227567.41,11123,12659
2022-09-01,EE3600019766,LHV Pensionifond Julge,1934737.41,17452,20420
2022-09-01,EE3600019782,LHV Pensionifond Rahulik,109076.29,1111,1257
2022-09-01,EE3600001723,LHV Pensionifond Roheline,717678.66,6528,7655
2022-09-01,EE3600019824,LHV Pensionifond S,226478.29,2318,2607
2022-09-01,EE3600019774,LHV Pensionifond Tasakaalukas,533703.61,5671,6516
2022-09-01,EE3600103503,Luminor 16-50 pensionifond,675753.03,6205,7337
2022-09-01,EE3600098430,Luminor 50-56 pensionifond,1214193.7,10426,12198
2022-09-01,EE3600098448,Luminor 56+ pensionifond,124135.4,1265,1452
2022-09-01,EE3600098455,Luminor 61-65 pensionifond,140828.41,1457,1656
2022-09-01,EE3600001806,Luminor Indeks Pensionifond,27847.75,236,284
2022-09-01,EE3600103297,SEB Energiline Pensionifond,1335238.52,13751,15915
2022-09-01,EE3600001699,SEB pensionifond 18+,168147.86,1617,1870
2022-09-01,EE3600019725,SEB pensionifond 55+,2821290.71,28554,32667
2022-09-01,EE3600098612,SEB pensionifond 60+,153868.58,1810,2048
2022-09-01,EE3600019717,SEB pensionifond 65+,254165.37,2885,3255
2022-09-01,EE3600109427,SEB pensionifond indeks,1402816.7,13448,15180
2022-09-01,EE3600001814,Swedbank Pensionifond Indeks,397928.71,4148,4566
2022-09-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1403972.63,16106,18231
2022-09-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,4796904.56,47473,54128
2022-09-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4360191.73,42619,49239
2022-09-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,2681616.13,27947,31940
2022-09-01,EE3600019733,Swedbanki pensionifond Konservatiivne,246601.83,2687,3008
2022-09-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,2990638.44,20522,24464
2022-09-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,82667.37,767,866
2022-10-01,EE3600019832,LHV Pensionifond Ettevõtlik,5148430.16,45367,53784
2022-10-01,EE3600109401,LHV Pensionifond Indeks,1241056.34,11079,12621
2022-10-01,EE3600019766,LHV Pensionifond Julge,1986205.16,17640,20814
2022-10-01,EE3600019782,LHV Pensionifond Rahulik,109556.83,1113,1259
2022-10-01,EE3600001723,LHV Pensionifond Roheline,723839.18,6501,7715
2022-10-01,EE3600019824,LHV Pensionifond S,229330.9,2340,2678
2022-10-01,EE3600019774,LHV Pensionifond Tasakaalukas,569834.02,5786,6756
2022-10-01,EE3600103503,Luminor 16-50 pensionifond,690356.83,6226,7466
2022-10-01,EE3600098430,Luminor 50-56 pensionifond,1235511.55,10419,12349
2022-10-01,EE3600098448,Luminor 56+ pensionifond,131659.25,1283,1502
2022-10-01,EE3600098455,Luminor 61-65 pensionifond,137922.39,1447,1683
2022-10-01,EE3600001806,Luminor Indeks Pensionifond,29120.71,231,280
2022-10-01,EE3600103297,SEB Energiline Pensionifond,1373464.75,13754,16150
2022-10-01,EE3600001699,SEB pensionifond 18+,181157.4,1664,1929
2022-10-01,EE3600019725,SEB pensionifond 55+,2986614.16,28970,33722
2022-10-01,EE3600098612,SEB pensionifond 60+,169245.47,1847,2134
2022-10-01,EE3600019717,SEB pensionifond 65+,278535.8,2949,3349
2022-10-01,EE3600109427,SEB pensionifond indeks,1434614.31,13328,15125
2022-10-01,EE3600001814,Swedbank Pensionifond Indeks,417502.53,4206,4638
2022-10-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1507799.57,16754,19205
2022-10-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5031606.41,48292,55760
2022-10-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4466368.88,42748,50045
2022-10-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,2751228.83,28097,32432
2022-10-01,EE3600019733,Swedbanki pensionifond Konservatiivne,272942.43,2725,3102
2022-10-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3022255.69,20554,24787
2022-10-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,83914.87,757,861
2022-11-01,EE3600019832,LHV Pensionifond Ettevõtlik,5190859.55,45554,53663
2022-11-01,EE3600109401,LHV Pensionifond Indeks,1243947.9,11087,12705
2022-11-01,EE3600019766,LHV Pensionifond Julge,2003628.22,17554,20708
2022-11-01,EE3600019782,LHV Pensionifond Rahulik,109723.06,1094,1245
2022-11-01,EE3600001723,LHV Pensionifond Roheline,718159.11,6407,7521
2022-11-01,EE3600019824,LHV Pensionifond S,222662.51,2269,2572
2022-11-01,EE3600019774,LHV Pensionifond Tasakaalukas,559493.72,5699,6583
2022-11-01,EE3600103503,Luminor 16-50 pensionifond,690784.59,6173,7387
2022-11-01,EE3600098430,Luminor 50-56 pensionifond,1201406.54,10076,11876
2022-11-01,EE3600098448,Luminor 56+ pensionifond,121740.9,1203,1402
2022-11-01,EE3600098455,Luminor 61-65 pensionifond,133542.83,1392,1634
2022-11-01,EE3600001806,Luminor Indeks Pensionifond,28300.72,221,272
2022-11-01,EE3600103297,SEB Energiline Pensionifond,1348544.19,13535,15805
2022-11-01,EE3600001699,SEB pensionifond 18+,184960.2,1656,1915
2022-11-01,EE3600019725,SEB pensionifond 55+,2916560.76,28473,32961
2022-11-01,EE3600098612,SEB pensionifond 60+,158439.14,1823,2085
2022-11-01,EE3600019717,SEB pensionifond 65+,261886.24,2862,3253
2022-11-01,EE3600109427,SEB pensionifond indeks,1452478.72,13439,15223
2022-11-01,EE3600001814,Swedbank Pensionifond Indeks,437445.84,4385,4857
2022-11-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1453521.14,16308,18617
2022-11-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,4960751.11,47598,54774
2022-11-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4424573.2,42294,49353
2022-11-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,2800736.79,28480,32769
2022-11-01,EE3600019733,Swedbanki pensionifond Konservatiivne,251393.45,2648,2992
2022-11-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3084966.16,20518,24841
2022-11-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,79341.14,726,818
2022-12-01,EE3600019832,LHV Pensionifond Ettevõtlik,5302339.07,45494,53931
2022-12-01,EE3600109401,LHV Pensionifond Indeks,1295950.26,11253,12823
2022-12-01,EE3600019766,LHV Pensionifond Julge,2029682.67,17571,20851
2022-12-01,EE3600019782,LHV Pensionifond Rahulik,109688.15,1060,1218
2022-12-01,EE3600001723,LHV Pensionifond Roheline,712648.57,6264,7400
2022-12-01,EE3600019824,LHV Pensionifond S,225274.01,2232,2555
2022-12-01,EE3600019774,LHV Pensionifond Tasakaalukas,561836.3,5701,6657
2022-12-01,EE3600103503,Luminor 16-50 pensionifond,689753.64,6165,7406
2022-12-01,EE3600098430,Luminor 50-56 pensionifond,1193528.56,9877,11716
2022-12-01,EE3600098448,Luminor 56+ pensionifond,118024.15,1151,1357
2022-12-01,EE3600098455,Luminor 61-65 pensionifond,131265.05,1368,1578
2022-12-01,EE3600001806,Luminor Indeks Pensionifond,28085.09,211,258
2022-12-01,EE3600103297,SEB Energiline Pensionifond,1363711.41,13441,15763
2022-12-01,EE3600001699,SEB pensionifond 18+,186651.19,1672,1969
2022-12-01,EE3600019725,SEB pensionifond 55+,2913421.84,28067,32529
2022-12-01,EE3600098612,SEB pensionifond 60+,157679.12,1797,2056
2022-12-01,EE3600019717,SEB pensionifond 65+,258663.29,2832,3251
2022-12-01,EE3600109427,SEB pensionifond indeks,1514033.21,13753,15647
2022-12-01,EE3600001814,Swedbank Pensionifond Indeks,471291.77,4624,5113
2022-12-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1478563.51,16298,18650
2022-12-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5005531.12,47323,54653
2022-12-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4476609.21,42014,49233
2022-12-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,2916518.79,29348,33956
2022-12-01,EE3600019733,Swedbanki pensionifond Konservatiivne,252722.37,2620,2987
2022-12-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3187392.4,20943,25460
2022-12-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,81043.54,722,821
2023-01-01,EE3600019832,LHV Pensionifond Ettevõtlik,46934724.59,49492,99644
2023-01-01,EE3600109401,LHV Pensionifond Indeks,8053993.84,13958,22268
2023-01-01,EE3600019766,LHV Pensionifond Julge,16867037.98,20246,39574
2023-01-01,EE3600019782,LHV Pensionifond Rahulik,792032.84,1358,2258
2023-01-01,EE3600001723,LHV Pensionifond Roheline,5361497.38,7238,13598
2023-01-01,EE3600019824,LHV Pensionifond S,1625616.29,2600,4554
2023-01-01,EE3600019774,LHV Pensionifond Tasakaalukas,4019717.71,6087,10794
2023-01-01,EE3600103503,Luminor 16-50 pensionifond,5730273.24,6905,13621
2023-01-01,EE3600098430,Luminor 50-56 pensionifond,10680864.71,10454,21192
2023-01-01,EE3600098448,Luminor 56+ pensionifond,980298.19,1225,2314
2023-01-01,EE3600098455,Luminor 61-65 pensionifond,874404.03,1653,2723
2023-01-01,EE3600001806,Luminor Indeks Pensionifond,215909.21,235,452
2023-01-01,EE3600103297,SEB Energiline Pensionifond,10822976.62,15792,29751
2023-01-01,EE3600001699,SEB pensionifond 18+,1449561.33,1937,3584
2023-01-01,EE3600019725,SEB pensionifond 55+,25251362.95,31180,60238
2023-01-01,EE3600098612,SEB pensionifond 60+,1176734.93,2018,3558
2023-01-01,EE3600019717,SEB pensionifond 65+,1905789.31,3321,5656
2023-01-01,EE3600109427,SEB pensionifond indeks,10239065.42,17837,28628
2023-01-01,EE3600001814,Swedbank Pensionifond Indeks,2250402.06,4962,6802
2023-01-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,12078720.87,18145,32720
2023-01-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,45576569.48,51779,102231
2023-01-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,34844751.45,48060,91207
2023-01-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,20585726.73,37727,66692
2023-01-01,EE3600019733,Swedbanki pensionifond Konservatiivne,1327377.33,3025,4519
2023-01-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,27923449.56,24156,48683
2023-01-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,638039.47,946,1636
2023-02-01,EE3600019832,LHV Pensionifond Ettevõtlik,5233849.08,44211,52320
2023-02-01,EE3600109401,LHV Pensionifond Indeks,1326484.13,11917,13636
2023-02-01,EE3600019766,LHV Pensionifond Julge,2053236.21,17403,20582
2023-02-01,EE3600019782,LHV Pensionifond Rahulik,100385.29,993,1127
2023-02-01,EE3600001723,LHV Pensionifond Roheline,677823.05,5886,6952
2023-02-01,EE3600019824,LHV Pensionifond S,212086.96,2119,2406
2023-02-01,EE3600019774,LHV Pensionifond Tasakaalukas,560353.81,5545,6480
2023-02-01,EE3600103503,Luminor 16-50 pensionifond,678330.01,5918,7061
2023-02-01,EE3600098430,Luminor 50-56 pensionifond,1151233.56,9343,11085
2023-02-01,EE3600098448,Luminor 56+ pensionifond,112732.48,1094,1256
2023-02-01,EE3600098455,Luminor 61-65 pensionifond,121963.01,1268,1463
2023-02-01,EE3600001806,Luminor Indeks Pensionifond,26220.09,195,231
2023-02-01,EE3600103297,SEB Energiline Pensionifond,1336818.51,12880,15150
2023-02-01,EE3600001699,SEB pensionifond 18+,188648.65,1742,2029
2023-02-01,EE3600019725,SEB pensionifond 55+,2852230.7,26597,30761
2023-02-01,EE3600098612,SEB pensionifond 60+,151405.12,1670,1908
2023-02-01,EE3600019717,SEB pensionifond 65+,250167.85,2661,3015
2023-02-01,EE3600109427,SEB pensionifond indeks,1583792.62,14712,16743
2023-02-01,EE3600001814,Swedbank Pensionifond Indeks,540067.01,5659,6265
2023-02-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1473952.48,15986,18278
2023-02-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,4902579.3,45278,52273
2023-02-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4349454.0,39734,46694
2023-02-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,2.97,3,3
2023-02-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,3136065.08,30902,35820
2023-02-01,EE3600019733,Swedbanki pensionifond Konservatiivne,239183.22,2475,2820
2023-02-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3267696.64,21069,25559
2023-02-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,76596.32,683,774
2023-03-01,EE3600019832,LHV Pensionifond Ettevõtlik,5340896.26,44223,52046
2023-03-01,EE3600109401,LHV Pensionifond Indeks,1415447.39,12104,13717
2023-03-01,EE3600019766,LHV Pensionifond Julge,2147538.68,17793,20964
2023-03-01,EE3600019782,LHV Pensionifond Rahulik,104759.5,974,1110
2023-03-01,EE3600001723,LHV Pensionifond Roheline,677310.82,5762,6769
2023-03-01,EE3600019824,LHV Pensionifond S,216448.67,2072,2345
2023-03-01,EE3600019774,LHV Pensionifond Tasakaalukas,564932.46,5511,6356
2023-03-01,EE3600103503,Luminor 16-50 pensionifond,708040.98,6105,7253
2023-03-01,EE3600098430,Luminor 50-56 pensionifond,1154971.19,9254,10904
2023-03-01,EE3600098448,Luminor 56+ pensionifond,111265.95,1085,1243
2023-03-01,EE3600098455,Luminor 61-65 pensionifond,123899.46,1238,1430
2023-03-01,EE3600001806,Luminor Indeks Pensionifond,27350.49,190,234
2023-03-01,EE3600103297,SEB Energiline Pensionifond,1347076.74,12769,14936
2023-03-01,EE3600001699,SEB pensionifond 18+,194937.31,1788,2082
2023-03-01,EE3600019725,SEB pensionifond 55+,2867603.68,26374,30287
2023-03-01,EE3600098612,SEB pensionifond 60+,154640.67,1649,1887
2023-03-01,EE3600019717,SEB pensionifond 65+,255605.99,2635,2972
2023-03-01,EE3600109427,SEB pensionifond indeks,1673599.5,15118,17082
2023-03-01,EE3600001814,Swedbank Pensionifond Indeks,573593.95,5889,6488
2023-03-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1501389.89,15944,18079
2023-03-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,4941478.94,45066,51549
2023-03-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4365406.64,39578,46186
2023-03-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,10456.61,184,198
2023-03-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,3279169.76,31739,36422
2023-03-01,EE3600019733,Swedbanki pensionifond Konservatiivne,238460.32,2407,2704
2023-03-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3422543.38,21253,25541
2023-03-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,78952.2,673,748
2023-04-01,EE3600019832,LHV Pensionifond Ettevõtlik,5490949.88,44129,52241
2023-04-01,EE3600109401,LHV Pensionifond Indeks,1437633.18,12272,14037
2023-04-01,EE3600019766,LHV Pensionifond Julge,2206541.6,17950,21233
2023-04-01,EE3600019782,LHV Pensionifond Rahulik,103111.52,951,1081
2023-04-01,EE3600001723,LHV Pensionifond Roheline,689764.09,5632,6687
2023-04-01,EE3600019824,LHV Pensionifond S,211560.09,2036,2326
2023-04-01,EE3600019774,LHV Pensionifond Tasakaalukas,591255.55,5517,6420
2023-04-01,EE3600103503,Luminor 16-50 pensionifond,733761.08,6098,7320
2023-04-01,EE3600098430,Luminor 50-56 pensionifond,1212981.95,9098,10825
2023-04-01,EE3600098448,Luminor 56+ pensionifond,126177.18,1036,1214
2023-04-01,EE3600098455,Luminor 61-65 pensionifond,122420.88,1226,1409
2023-04-01,EE3600001806,Luminor Indeks Pensionifond,28637.55,186,236
2023-04-01,EE3600103297,SEB Energiline Pensionifond,1365401.38,12773,15076
2023-04-01,EE3600001699,SEB pensionifond 18+,206015.91,1841,2134
2023-04-01,EE3600019725,SEB pensionifond 55+,2905272.72,26182,30307
2023-04-01,EE3600098612,SEB pensionifond 60+,152315.16,1636,1890
2023-04-01,EE3600019717,SEB pensionifond 65+,252769.11,2604,2952
2023-04-01,EE3600109427,SEB pensionifond indeks,1743939.17,15501,17654
2023-04-01,EE3600001814,Swedbank Pensionifond Indeks,593458.33,6117,6805
2023-04-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1523984.08,15945,18231
2023-04-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5072628.8,44830,51642
