period_start,isin,api_name,amount,individuals,count
2024-05-01,EE3600019774,LHV Pensionifond Tasakaalukas,530814.47,4585,8275
2024-05-01,EE3600103503,Luminor 16-50 pensionifond,1181840.44,9244,15460
2024-05-01,EE3600098430,Luminor 50-56 pensionifond,1008762.37,7075,12261
2024-05-01,EE3600098448,Luminor 56+ pensionifond,85760.9,729,1327
2024-05-01,EE3600098455,Luminor 61-65 pensionifond,89520.71,833,1376
2024-05-01,EE3600001806,Luminor Indeks Pensionifond,29380.48,177,309
2024-05-01,EE3600001699,SEB pensionifond 18+,1668533.66,14040,23234
2024-05-01,EE3600019725,SEB pensionifond 55+,2640518.13,21440,36245
2024-05-01,EE3600098612,SEB pensionifond 60+,140375.78,1313,2240
2024-05-01,EE3600019717,SEB pensionifond 65+,216919.15,1992,3352
2024-05-01,EE3600109427,SEB pensionifond indeks,2357361.09,18613,29324
2024-05-01,EE3600001814,Swedbank Pensionifond Indeks,1083828.64,9453,14396
2024-05-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1562575.72,14502,25638
2024-05-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5087332.07,39144,66756
2024-05-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4343262.73,34071,54965
2024-05-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,150674.41,2238,3380
2024-05-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,4848299.55,38578,61927
2024-05-01,EE3600019733,Swedbanki pensionifond Konservatiivne,209289.24,1865,3157
2024-05-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,4632977.72,24977,43226
2024-05-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,77500.07,591,994
2024-06-01,EE3600019832,LHV Pensionifond Ettevõtlik,4694009.85,35376,41672
2024-06-01,EE3600109401,LHV Pensionifond Indeks,1638667.99,13521,15457
2024-06-01,EE3600019766,LHV Pensionifond Julge,2285634.14,17843,21055
2024-06-01,EE3600019782,LHV Pensionifond Rahulik,83350.6,734,820
2024-06-01,EE3600001723,LHV Pensionifond Roheline,406210.46,3241,3832
2024-06-01,EE3600019824,LHV Pensionifond S,169215.1,1531,1757
2024-06-01,EE3600019774,LHV Pensionifond Tasakaalukas,503899.37,4475,5187
2024-06-01,EE3600103503,Luminor 16-50 pensionifond,1168882.03,9501,11231
2024-06-01,EE3600098430,Luminor 50-56 pensionifond,944788.1,6999,8239
2024-06-01,EE3600098448,Luminor 56+ pensionifond,80943.51,717,822
2024-06-01,EE3600098455,Luminor 61-65 pensionifond,84544.68,809,917
2024-06-01,EE3600001806,Luminor Indeks Pensionifond,28777.4,169,219
2024-06-01,EE3600001699,SEB pensionifond 18+,1646925.54,14171,16571
2024-06-01,EE3600019725,SEB pensionifond 55+,2545612.44,21292,24535
2024-06-01,EE3600098612,SEB pensionifond 60+,131325.94,1291,1483
2024-06-01,EE3600019717,SEB pensionifond 65+,209619.32,1951,2193
2024-06-01,EE3600109427,SEB pensionifond indeks,2321564.07,18856,21707
2024-06-01,EE3600001814,Swedbank Pensionifond Indeks,1065365.19,9711,10987
2024-06-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1535600.44,14359,16390
2024-06-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,4871149.98,39113,45111
2024-06-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4233499.32,34054,39845
2024-06-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,158040.01,2337,2644
2024-06-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,4783449.28,39055,45695
2024-06-01,EE3600019733,Swedbanki pensionifond Konservatiivne,205305.95,1829,2095
2024-06-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,4432344.73,25173,30865
2024-06-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,76106.1,592,665
2024-07-01,EE3600019832,LHV Pensionifond Ettevõtlik,4882080.05,35083,41697
2024-07-01,EE3600109401,LHV Pensionifond Indeks,1702270.94,13958,16135
2024-07-01,EE3600019766,LHV Pensionifond Julge,2374810.69,18068,21555
2024-07-01,EE3600019782,LHV Pensionifond Rahulik,86106.52,710,800
2024-07-01,EE3600001723,LHV Pensionifond Roheline,403497.43,3178,3771
2024-07-01,EE3600019824,LHV Pensionifond S,178180.62,1508,1734
2024-07-01,EE3600019774,LHV Pensionifond Tasakaalukas,540319.25,4412,5192
2024-07-01,EE3600103503,Luminor 16-50 pensionifond,1294540.19,10076,12075
2024-07-01,EE3600098430,Luminor 50-56 pensionifond,997143.72,6924,8253
2024-07-01,EE3600098448,Luminor 56+ pensionifond,87979.25,710,832
2024-07-01,EE3600098455,Luminor 61-65 pensionifond,92322.59,795,936
2024-07-01,EE3600001806,Luminor Indeks Pensionifond,28223.55,170,224
2024-07-01,EE3600001699,SEB pensionifond 18+,1745238.05,14300,16828
2024-07-01,EE3600019725,SEB pensionifond 55+,2664544.97,21199,24683
2024-07-01,EE3600098612,SEB pensionifond 60+,140151.39,1279,1500
2024-07-01,EE3600019717,SEB pensionifond 65+,224580.58,1940,2214
2024-07-01,EE3600109427,SEB pensionifond indeks,2428187.6,19400,22502
2024-07-01,EE3600001814,Swedbank Pensionifond Indeks,1144408.68,10209,11628
2024-07-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1646563.74,14259,16365
2024-07-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5039221.99,39059,45288
2024-07-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4401172.37,34081,40042
2024-07-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,179818.72,2553,2893
2024-07-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,5032156.18,39871,46926
2024-07-01,EE3600019733,Swedbanki pensionifond Konservatiivne,210580.16,1803,2064
2024-07-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,4620255.24,25418,31191
2024-07-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,82232.09,594,677
2024-08-01,EE3600019832,LHV Pensionifond Ettevõtlik,4627676.68,33923,39492
2024-08-01,EE3600109401,LHV Pensionifond Indeks,1746168.06,14422,16365
2024-08-01,EE3600019766,LHV Pensionifond Julge,2308898.79,17961,21018
2024-08-01,EE3600019782,LHV Pensionifond Rahulik,85196.45,684,767
2024-08-01,EE3600001723,LHV Pensionifond Roheline,380301.23,3013,3520
2024-08-01,EE3600019824,LHV Pensionifond S,167617.43,1447,1626
2024-08-01,EE3600019774,LHV Pensionifond Tasakaalukas,494314.99,4245,4872
2024-08-01,EE3600103503,Luminor 16-50 pensionifond,1274279.99,10073,11764
2024-08-01,EE3600098430,Luminor 50-56 pensionifond,935366.05,6698,7785
2024-08-01,EE3600098448,Luminor 56+ pensionifond,76683.25,672,762
2024-08-01,EE3600098455,Luminor 61-65 pensionifond,82025.06,748,854
2024-08-01,EE3600001806,Luminor Indeks Pensionifond,26230.01,166,205
2024-08-01,EE3600001699,SEB pensionifond 18+,1687580.21,14285,16567
2024-08-01,EE3600019725,SEB pensionifond 55+,2516881.15,20690,23567
2024-08-01,EE3600098612,SEB pensionifond 60+,130074.19,1248,1416
2024-08-01,EE3600019717,SEB pensionifond 65+,200668.9,1840,2072
2024-08-01,EE3600109427,SEB pensionifond indeks,2473251.55,19964,22742
2024-08-01,EE3600001814,Swedbank Pensionifond Indeks,1203711.06,10853,12122
2024-08-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1521979.89,13889,15715
2024-08-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,4863467.52,38445,43722
2024-08-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4268145.64,33609,38854
2024-08-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,192001.52,2825,3192
2024-08-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,5041056.48,40506,47044
2024-08-01,EE3600019733,Swedbanki pensionifond Konservatiivne,196841.77,1711,1932
2024-08-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,4719875.39,25951,31178
2024-08-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,77780.52,589,664
2024-09-01,EE3600019832,LHV Pensionifond Ettevõtlik,4344421.15,33142,38507
2024-09-01,EE3600109401,LHV Pensionifond Indeks,1718919.17,14467,16557
2024-09-01,EE3600019766,LHV Pensionifond Julge,2240968.24,17829,20918
2024-09-01,EE3600019782,LHV Pensionifond Rahulik,77534.27,679,766
2024-09-01,EE3600001723,LHV Pensionifond Roheline,341914.41,2849,3343
2024-09-01,EE3600019824,LHV Pensionifond S,158959.54,1405,1579
2024-09-01,EE3600019774,LHV Pensionifond Tasakaalukas,476066.06,4172,4793
2024-09-01,EE3600103503,Luminor 16-50 pensionifond,1286881.9,10372,12186
2024-09-01,EE3600098430,Luminor 50-56 pensionifond,872340.28,6527,7615
2024-09-01,EE3600098448,Luminor 56+ pensionifond,75493.29,658,743
2024-09-01,EE3600098455,Luminor 61-65 pensionifond,78557.03,725,829
2024-09-01,EE3600001806,Luminor Indeks Pensionifond,26457.07,161,205
2024-09-01,EE3600001699,SEB pensionifond 18+,1645362.26,14049,16258
2024-09-01,EE3600019725,SEB pensionifond 55+,2377267.41,20255,23104
2024-09-01,EE3600098612,SEB pensionifond 60+,126075.15,1215,1383
2024-09-01,EE3600019717,SEB pensionifond 65+,193163.59,1832,2080
2024-09-01,EE3600109427,SEB pensionifond indeks,2449778.97,20035,22958
2024-09-01,EE3600001814,Swedbank Pensionifond Indeks,1194927.57,10955,12392
2024-09-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1442611.63,13750,15471
2024-09-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,4586874.38,37787,43000
2024-09-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4067518.29,32707,37910
2024-09-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,209875.95,2917,3309
2024-09-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,4994958.51,40232,46954
2024-09-01,EE3600019733,Swedbanki pensionifond Konservatiivne,182276.99,1647,1853
2024-09-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,4528843.96,26004,31420
2024-09-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,73360.79,572,644
2024-10-01,EE3600019832,LHV Pensionifond Ettevõtlik,4394309.87,33314,39021
2024-10-01,EE3600109401,LHV Pensionifond Indeks,1726165.49,14295,16404
2024-10-01,EE3600019766,LHV Pensionifond Julge,2265964.34,17932,21120
2024-10-01,EE3600019782,LHV Pensionifond Rahulik,77610.04,670,750
2024-10-01,EE3600001723,LHV Pensionifond Roheline,334865.98,2762,3283
2024-10-01,EE3600019824,LHV Pensionifond S,159056.16,1414,1607
2024-10-01,EE3600019774,LHV Pensionifond Tasakaalukas,490591.33,4211,4870
2024-10-01,EE3600103503,Luminor 16-50 pensionifond,1323943.73,10883,12892
2024-10-01,EE3600098430,Luminor 50-56 pensionifond,905331.73,6532,7633
2024-10-01,EE3600098448,Luminor 56+ pensionifond,73852.19,656,739
2024-10-01,EE3600098455,Luminor 61-65 pensionifond,80189.48,738,833
2024-10-01,EE3600001806,Luminor Indeks Pensionifond,30399.72,171,218
2024-10-01,EE3600001699,SEB pensionifond 18+,1665703.88,14266,16611
2024-10-01,EE3600019725,SEB pensionifond 55+,2453026.36,20453,23452
2024-10-01,EE3600098612,SEB pensionifond 60+,140642.4,1250,1437
2024-10-01,EE3600019717,SEB pensionifond 65+,201692.37,1849,2094
2024-10-01,EE3600109427,SEB pensionifond indeks,2495406.62,20035,22999
2024-10-01,EE3600001814,Swedbank Pensionifond Indeks,1210572.44,10881,12293
2024-10-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1515429.39,14083,15971
2024-10-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,4731601.1,38636,44242
2024-10-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4092631.22,33049,38469
2024-10-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,204825.07,2911,3311
2024-10-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,5018448.68,40637,47514
2024-10-01,EE3600019733,Swedbanki pensionifond Konservatiivne,192462.16,1670,1888
2024-10-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,4575110.79,26250,31724
2024-10-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,78714.4,582,668
2024-11-01,EE3600019832,LHV Pensionifond Ettevõtlik,4321032.76,32632,38111
2024-11-01,EE3600109401,LHV Pensionifond Indeks,1708650.21,14116,16090
2024-11-01,EE3600019766,LHV Pensionifond Julge,2260685.25,17907,21029
2024-11-01,EE3600019782,LHV Pensionifond Rahulik,78871.45,665,740
2024-11-01,EE3600001723,LHV Pensionifond Roheline,319626.19,2596,3051
2024-11-01,EE3600019824,LHV Pensionifond S,150312.91,1374,1558
2024-11-01,EE3600019774,LHV Pensionifond Tasakaalukas,477132.63,4146,4768
2024-11-01,EE3600103503,Luminor 16-50 pensionifond,1380635.5,11406,13324
2024-11-01,EE3600098430,Luminor 50-56 pensionifond,863961.48,6409,7510
2024-11-01,EE3600098448,Luminor 56+ pensionifond,68932.06,629,726
2024-11-01,EE3600098455,Luminor 61-65 pensionifond,76314.39,720,813
2024-11-01,EE3600001806,Luminor Indeks Pensionifond,29217.17,180,234
2024-11-01,EE3600001699,SEB pensionifond 18+,1661885.6,14233,16504
2024-11-01,EE3600019725,SEB pensionifond 55+,2374845.05,20107,23044
2024-11-01,EE3600098612,SEB pensionifond 60+,122283.2,1213,1387
2024-11-01,EE3600019717,SEB pensionifond 65+,191675.15,1803,2045
2024-11-01,EE3600109427,SEB pensionifond indeks,2453986.79,19883,22804
2024-11-01,EE3600001814,Swedbank Pensionifond Indeks,1194398.09,10729,12031
2024-11-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1467041.99,13818,15680
2024-11-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,4677360.48,38134,43656
2024-11-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4107965.06,32804,38029
2024-11-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,202933.41,2926,3255
2024-11-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,5116729.75,40840,47569
2024-11-01,EE3600019733,Swedbanki pensionifond Konservatiivne,186806.68,1656,1874
2024-11-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,4675508.65,26453,32097
2024-11-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,77571.63,582,650
2024-12-01,EE3600019832,LHV Pensionifond Ettevõtlik,4244835.75,31634,36931
2024-12-01,EE3600109401,LHV Pensionifond Indeks,1732603.06,14106,16066
2024-12-01,EE3600019766,LHV Pensionifond Julge,2247115.31,17549,20621
2024-12-01,EE3600019782,LHV Pensionifond Rahulik,80049.76,646,719
2024-12-01,EE3600001723,LHV Pensionifond Roheline,285056.49,2397,2790
2024-12-01,EE3600019824,LHV Pensionifond S,150487.57,1321,1505
2024-12-01,EE3600019774,LHV Pensionifond Tasakaalukas,463816.09,4050,4641
2024-12-01,EE3600103503,Luminor 16-50 pensionifond,1455898.87,11815,13794
2024-12-01,EE3600098430,Luminor 50-56 pensionifond,851309.34,6221,7290
2024-12-01,EE3600098448,Luminor 56+ pensionifond,68241.95,602,694
2024-12-01,EE3600098455,Luminor 61-65 pensionifond,76210.23,697,785
2024-12-01,EE3600001806,Luminor Indeks Pensionifond,33281.8,189,236
2024-12-01,EE3600001699,SEB pensionifond 18+,1685787.48,14142,16426
2024-12-01,EE3600019725,SEB pensionifond 55+,2387424.13,19780,22610
2024-12-01,EE3600098612,SEB pensionifond 60+,124116.77,1193,1354
2024-12-01,EE3600019717,SEB pensionifond 65+,193243.22,1768,2009
2024-12-01,EE3600109427,SEB pensionifond indeks,2541717.42,20081,22979
2024-12-01,EE3600001814,Swedbank Pensionifond Indeks,1264317.54,10918,12289
2024-12-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1483669.39,13677,15504
2024-12-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,4727604.17,37830,43201
2024-12-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4131168.34,32443,37580
2024-12-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,213282.81,2989,3350
2024-12-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,5206344.43,41138,47909
2024-12-01,EE3600019733,Swedbanki pensionifond Konservatiivne,184542.9,1627,1842
2024-12-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,4816408.45,27293,33079
2024-12-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,77709.03,588,657
2025-01-01,EE3600019832,LHV Pensionifond Ettevõtlik,4658150.12,31141,37305
2025-01-01,EE3600109401,LHV Pensionifond Indeks,1920360.92,14168,16313
2025-01-01,EE3600019766,LHV Pensionifond Julge,2432017.25,17430,20817
2025-01-01,EE3600019782,LHV Pensionifond Rahulik,83047.44,631,722
2025-01-01,EE3600001723,LHV Pensionifond Roheline,293238.44,2263,2677
2025-01-01,EE3600019824,LHV Pensionifond S,169945.57,1303,1522
2025-01-01,EE3600019774,LHV Pensionifond Tasakaalukas,511837.66,3978,4687
2025-01-01,EE3600103503,Luminor 16-50 pensionifond,1660654.52,12064,14432
2025-01-01,EE3600098430,Luminor 50-56 pensionifond,953852.91,6086,7284
2025-01-01,EE3600098448,Luminor 56+ pensionifond,76654.96,591,703
2025-01-01,EE3600098455,Luminor 61-65 pensionifond,82917.07,695,805
2025-01-01,EE3600001806,Luminor Indeks Pensionifond,36002.25,201,265
2025-01-01,EE3600001699,SEB pensionifond 18+,1835562.28,13992,16591
2025-01-01,EE3600019725,SEB pensionifond 55+,2614048.32,19507,22898
2025-01-01,EE3600098612,SEB pensionifond 60+,137474.12,1192,1385
2025-01-01,EE3600019717,SEB pensionifond 65+,206391.28,1746,2003
2025-01-01,EE3600109427,SEB pensionifond indeks,2831077.64,20134,23421
2025-01-01,EE3600001814,Swedbank Pensionifond Indeks,1414778.18,11095,12594
2025-01-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1638004.11,13530,15676
2025-01-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5211882.63,37427,43711
2025-01-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4477396.25,31900,37703
2025-01-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,232390.76,3052,3432
2025-01-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,5771049.37,41112,48678
2025-01-01,EE3600019733,Swedbanki pensionifond Konservatiivne,208830.29,1635,1904
2025-01-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,5553891.63,27614,34282
2025-01-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,92501.28,612,704
2025-02-01,EE3600019832,LHV Pensionifond Ettevõtlik,4442906.05,30033,35004
2025-02-01,EE3600109401,LHV Pensionifond Indeks,1983880.87,14475,16471
2025-02-01,EE3600019766,LHV Pensionifond Julge,2425030.07,17181,20131
2025-02-01,EE3600019782,LHV Pensionifond Rahulik,75682.72,600,673
2025-02-01,EE3600001723,LHV Pensionifond Roheline,267620.26,2095,2450
2025-02-01,EE3600019824,LHV Pensionifond S,145243.02,1252,1415
2025-02-01,EE3600019774,LHV Pensionifond Tasakaalukas,483089.92,3826,4375
2025-02-01,EE3600103503,Luminor 16-50 pensionifond,1616850.78,12147,14208
2025-02-01,EE3600098430,Luminor 50-56 pensionifond,845672.08,5862,6834
2025-02-01,EE3600098448,Luminor 56+ pensionifond,70049.57,572,668
2025-02-01,EE3600098455,Luminor 61-65 pensionifond,69186.51,638,719
2025-02-01,EE3600001806,Luminor Indeks Pensionifond,41239.08,212,270
2025-02-01,EE3600001699,SEB pensionifond 18+,1787873.59,13913,16203
2025-02-01,EE3600019725,SEB pensionifond 55+,2380893.72,18736,21436
2025-02-01,EE3600098612,SEB pensionifond 60+,126548.71,1140,1301
2025-02-01,EE3600019717,SEB pensionifond 65+,184431.06,1650,1872
2025-02-01,EE3600109427,SEB pensionifond indeks,2889718.87,20502,23496
2025-02-01,EE3600001814,Swedbank Pensionifond Indeks,1509797.12,11600,13136
2025-02-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1570979.09,13191,14967
2025-02-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5011074.96,36641,42035
2025-02-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4353960.41,31036,36095
2025-02-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,277983.99,3418,3822
2025-02-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,6052285.08,40612,47560
2025-02-01,EE3600019733,Swedbanki pensionifond Konservatiivne,186405.83,1539,1747
2025-02-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,6328023.07,27100,32658
2025-02-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,92997.73,590,666
2025-03-01,EE3600019832,LHV Pensionifond Ettevõtlik,4558700.03,30346,35702
2025-03-01,EE3600109401,LHV Pensionifond Indeks,2072858.24,14704,16771
2025-03-01,EE3600019766,LHV Pensionifond Julge,2478650.2,17503,20643
2025-03-01,EE3600019782,LHV Pensionifond Rahulik,78189.9,597,675
2025-03-01,EE3600001723,LHV Pensionifond Roheline,258733.51,2010,2341
2025-03-01,EE3600019824,LHV Pensionifond S,150427.86,1241,1436
2025-03-01,EE3600019774,LHV Pensionifond Tasakaalukas,485799.47,3820,4379
2025-03-01,EE3600103503,Luminor 16-50 pensionifond,1685956.76,12601,14820
2025-03-01,EE3600098430,Luminor 50-56 pensionifond,862161.85,5914,6942
2025-03-01,EE3600098448,Luminor 56+ pensionifond,65509.36,559,646
2025-03-01,EE3600098455,Luminor 61-65 pensionifond,70493.68,625,710
2025-03-01,EE3600001806,Luminor Indeks Pensionifond,63911.08,465,550
2025-03-01,EE3600001699,SEB pensionifond 18+,1836462.43,14101,16537
2025-03-01,EE3600019725,SEB pensionifond 55+,2406500.24,18699,21578
2025-03-01,EE3600098612,SEB pensionifond 60+,125822.02,1114,1267
2025-03-01,EE3600019717,SEB pensionifond 65+,184614.73,1623,1838
2025-03-01,EE3600109427,SEB pensionifond indeks,3055869.35,20893,24088
2025-03-01,EE3600001814,Swedbank Pensionifond Indeks,1557319.92,11786,13337
2025-03-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1577525.75,13135,14931
2025-03-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5113083.46,36923,42618
2025-03-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4446477.5,31291,36494
2025-03-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,282750.21,3535,3995
2025-03-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,6218735.27,41356,48615
2025-03-01,EE3600019733,Swedbanki pensionifond Konservatiivne,189443.86,1527,1727
2025-03-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,6670225.36,27944,33886
2025-03-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,92305.75,591,680
2025-04-01,EE3600019832,LHV Pensionifond Ettevõtlik,4664859.19,30144,35520
2025-04-01,EE3600109401,LHV Pensionifond Indeks,2172120.44,14869,17081
2025-04-01,EE3600019766,LHV Pensionifond Julge,2538853.1,17660,20857
2025-04-01,EE3600019782,LHV Pensionifond Rahulik,78179.27,592,671
2025-04-01,EE3600001723,LHV Pensionifond Roheline,245215.26,1910,2238
2025-04-01,EE3600019824,LHV Pensionifond S,148450.88,1247,1418
2025-04-01,EE3600019774,LHV Pensionifond Tasakaalukas,494890.27,3812,4368
2025-04-01,EE3600103503,Luminor 16-50 pensionifond,1707092.1,12464,14732
2025-04-01,EE3600098430,Luminor 50-56 pensionifond,895466.93,5820,6852
2025-04-01,EE3600098448,Luminor 56+ pensionifond,66680.04,542,637
2025-04-01,EE3600098455,Luminor 61-65 pensionifond,70901.21,624,723
2025-04-01,EE3600001806,Luminor Indeks Pensionifond,81884.84,624,712
2025-04-01,EE3600001699,SEB pensionifond 18+,1867892.73,14207,16654
2025-04-01,EE3600019725,SEB pensionifond 55+,2425971.22,18448,21335
2025-04-01,EE3600098612,SEB pensionifond 60+,127884.85,1125,1292
2025-04-01,EE3600019717,SEB pensionifond 65+,183428.95,1617,1838
2025-04-01,EE3600109427,SEB pensionifond indeks,3134192.98,21085,24409
2025-04-01,EE3600001814,Swedbank Pensionifond Indeks,1650927.33,11940,13569
2025-04-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1604003.58,13033,14892
2025-04-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5214341.72,36862,42646
2025-04-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4561151.06,31219,36526
2025-04-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,294487.0,3689,4190
2025-04-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,6563733.83,41790,49318
2025-04-01,EE3600019733,Swedbanki pensionifond Konservatiivne,192137.59,1554,1774
2025-04-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,7006697.44,28441,34560
2025-04-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,95771.49,575,670
2025-05-01,EE3600019832,LHV Pensionifond Ettevõtlik,4817184.0,29669,35008
2025-05-01,EE3600109401,LHV Pensionifond Indeks,2241313.62,14916,17130
2025-05-01,EE3600019766,LHV Pensionifond Julge,2580366.74,17368,20612
2025-05-01,EE3600019782,LHV Pensionifond Rahulik,76674.33,580,661
2025-05-01,EE3600001723,LHV Pensionifond Roheline,242597.88,1849,2165
2025-05-01,EE3600019824,LHV Pensionifond S,154309.86,1240,1408
2025-05-01,EE3600019774,LHV Pensionifond Tasakaalukas,500839.32,3738,4289
2025-05-01,EE3600103503,Luminor 16-50 pensionifond,1779981.08,12538,14801
2025-05-01,EE3600098430,Luminor 50-56 pensionifond,918164.33,5776,6786
2025-05-01,EE3600098448,Luminor 56+ pensionifond,66899.72,536,614
2025-05-01,EE3600098455,Luminor 61-65 pensionifond,71142.21,620,725
2025-05-01,EE3600001806,Luminor Indeks Pensionifond,85177.62,758,901
2025-05-01,EE3600001699,SEB pensionifond 18+,1918728.51,14012,16441
2025-05-01,EE3600019725,SEB pensionifond 55+,2525023.07,18191,20920
2025-05-01,EE3600098612,SEB pensionifond 60+,136482.7,1108,1251
2025-05-01,EE3600019717,SEB pensionifond 65+,191651.17,1600,1810
2025-05-01,EE3600109427,SEB pensionifond indeks,3265811.39,21026,24262
2025-05-01,EE3600001814,Swedbank Pensionifond Indeks,1697493.5,11962,13506
2025-05-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1661188.74,12874,14607
2025-05-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5607794.44,36272,41832
2025-05-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4652559.84,30651,35778
2025-05-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,314252.6,3780,4252
2025-05-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,6661769.4,41499,48870
2025-05-01,EE3600019733,Swedbanki pensionifond Konservatiivne,195583.52,1528,1721
2025-05-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,7236172.61,28328,34401
2025-05-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,91600.9,574,660
2025-06-01,EE3600019832,LHV Pensionifond Ettevõtlik,4540146.64,29299,34522
